emdNm,hsmpNm,rnAdres,laCrdnt,loCrdnt
한경면,명리동 알동네식당 옆골목안,제주특별자치도 제주시 한경면 저지리 3215-5,33.3169010,126.2668391
한경면,북호동 입구 사거리,제주특별자치도 제주시 한경면 두모리 602-8 ,33.3400746,126.2012227
한경면,파인힐 골목(농협로터리~한원방향),제주특별자치도 제주시 한경면 신한로 111-15,33.3434240,126.1937430
한경면,정자골목쪽,제주특별자치도 제주시 한경면 두모리 1308-7,33.3343932,126.1956072
한경면,금등리경로당 동측 오거리,제주특별자치도 제주시 한경면 금등리 179,33.3435186,126.2124073
한경면,싱게물공원,제주특별자치도 제주시 한경면 신창리 1326,33.3427418,126.1736021
한경면,고학로64가기전도로변(사거리),제주특별자치도 제주시 한경면 고산리 1885-13,33.3024628,126.1861929
한경면,신수동방송국입구(신물),제주특별자치도 제주시 한경면 고산리 451,33.3030201,126.1983593
한경면,수동회관,제주특별자치도 제주시 한경면 저지리 1197-1 ,33.3370523,126.2363406
한경면,신명동 포구,제주특별자치도 제주시 한경면 판포1길 47,33.3639321,126.1966223
한경면,판포어촌계 식당 앞,제주특별자치도 제주시 한경면 일주서로 4542,33.3648654,126.2011642
한경면,판포 산8번지 비체올린 입구,제주특별자치도 제주시 한경면 판포리 726,33.3487345,126.2180837
한경면,마을 안 길(회관 서측길),제주특별자치도 제주시 한경면 금등리 558 ,33.3593357,126.1955432
한경면,IGH호델입구,제주특별자치도 제주시 한경면 금등리 639,33.3637586,126.1940260
한경면,금등양식장 진입로 삼거리,제주특별자치도 제주시 한경면 금등리 649-3,33.3621542,126.1901544
한경면,두모방파제 공유수면,제주특별자치도 제주시 한경면 두모11길 56,33.3575453,126.1823097
한경면,한경철물 앞 공터,제주특별자치도 제주시 한경면 두모리 2876-4,33.3513603,126.1839167
한경면,광어양식장 공유수면,제주특별자치도 제주시 한경면 두모1길 25,33.3508675,126.1809778
한경면,신흥동 마을 끝 삼거리,제주특별자치도 제주시 한경면 성굴로 54,33.3372534,126.1856199
한경면,한경주유소 앞,제주특별자치도 제주시 한경면 신창리 233-1,33.3498642,126.1844735
한경면,상동(창고 맞은편)한경농협쪽,제주특별자치도 제주시 한경면 신창리 193-2,33.3481103,126.1879684
한경면,신창초중학교 주차장,제주특별자치도 제주시 한경면 두신로 72,33.3491775,126.1845866
한경면,영진수산 양식장 앞,제주특별자치도 제주시 한경면 용수리 3897-2,33.3354356,126.1632445
한경면,어촌계사무실 옆,제주특별자치도 제주시 한경면 용수리 4117-3,33.3242252,126.1664217
한경면,전경초소 앞,제주특별자치도 제주시 한경면 용수리 4229-2,33.3246102,126.1632737
한경면,낙천안~수룡동방면(이음빌리지),제주특별자치도 제주시 한경면 낙산로 150,33.3116988,126.2314794
한경면,조수약천교회옆 도로변,제주특별자치도 제주시 한경면 낙수로 60,33.3309694,126.2245251
한경면,어멍식당 앞,제주특별자치도 제주시 한경면 불그못로 100,33.2967831,126.2203294
한경면,불그못로35-2앞,제주특별자치도 제주시 한경면 조수리 3980-4 ,33.2941920,126.2147479
한경면,생각하는 정원,제주특별자치도 제주시 한경면 녹차분재로 678,33.3264195,126.2553564
한경면,저청초등학교안 주차장,제주특별자치도 제주시 한경면 청수리 416-1 ,33.3258460,126.2517736
한경면,유리의 성 주차장내,제주특별자치도 제주시 한경면 녹차분재로 462,33.3146325,126.2736668
한경면,저지파출소 옆,제주특별자치도 제주시 한경면 저지리 1799-1,33.3351355,126.2567820
한경면,현대미술관 인근,제주특별자치도 제주시 한경면 저지리 2114-79,33.3404170,126.2649664
한경면,비밀의 정원(유리성~녹차밭사이),제주특별자치도 제주시 한경면 녹차분재로 354,33.3082606,126.2815265
한경면,환상숲,제주특별자치도 제주시 한경면 녹차분재로 594-1,33.3226049,126.2632391
한경면,청수리간이집하장 앞,제주특별자치도 제주시 한경면 청수리1566-5,33.3182122,126.2468262
한경면,평화박물관 입구,제주특별자치도 제주시 한경면 청수서5길 55-1,33.3052541,126.2506899
한경면,애서원 입구,제주특별자치도 제주시 한경면 청수동4길 30,33.3194251,126.2507085
한경면,덕암헌 지나 골목안쪽,제주특별자치도 제주시 한경면 청수리 산2-1,33.3079981,126.2605692
한경면,청수 캠핑장(펜션),제주특별자치도 제주시 한경면 낙수로 271-40,33.3238526,126.2389466
한경면,청수타운하우스 인근,제주특별자치도 제주시 한경면 청수서2길 72-15,33.3130806,126.2436889
한경면,자구내 (해양파출소),제주특별자치도 제주시 한경면 고산리 3616-25,33.3091495,126.1656406
한경면,태권도장 삼거리,제주특별자치도 제주시 한경면 고산로6길 16,33.3064538,126.1803296
한경면,뷰티고 주차장,제주특별자치도 제주시 한경면 용고로 70,33.3003705,126.1813450
한경면,고산2회관 남측 골목,제주특별자치도 제주시 한경면 고산남8길 7,33.3020485,126.1924602
한경면,고산2회관 옆골목,제주특별자치도 제주시 한경면 고산남6길 21,33.3013366,126.1912313
한경면,원광요양원앞,제주특별자치도 제주시 한경면 고산남3길 31,33.3047796,126.1889256
한경면,한경면 청수리 2503-1 맞은편,제주특별자치도 제주시 한경면 수룡2길 11,33.3084087,126.2398659
한경면,수룡동 농협창고옆,제주특별자치도 제주시 한경면 수룡4길 1,33.3104177,126.2387968
한경면,수룡동 마을 안길 끝,제주특별자치도 제주시 한경면 수룡2길 31,33.3078510,126.2414755
한경면,무뚱식당옆,제주특별자치도 제주시 한경면 중산간서로 3276,33.3027162,126.2379010
추자면,여정여관 앞,제주특별자치도 제주시 추자면 추자로 4-1,33.9627034,126.2978583
추자면,제일식당 앞,제주특별자치도 제주시 추자면 추자로 16-2,33.9636662,126.2972069
추자면,솔잎가든식당 앞,제주특별자치도 제주시 추자면 대서리 147-2,33.9626655,126.2949427
추자면,대서리사무소 앞,제주특별자치도 제주시 추자면 대서리 147-16,33.9619821,126.2942342
추자면,나바론민박 앞,제주특별자치도 제주시 추자면 영흥1길 25,33.9608129,126.2951515
추자면,영흥리 광장 동쪽,제주특별자치도 제주시 추자면 추자로 107,33.9600396,126.2975176
추자면,묵리포구 인근,제주특별자치도 제주시 추자면 묵리 731-6,33.9448142,126.3123939
추자면,추자청소년문화의집 서쪽,제주특별자치도 제주시 추자면 대서6길 35,33.9612784,126.2927480
추자면,묵리경로당 앞,제주특별자치도 제주시 추자면 추자로 389-10,33.9448047,126.3148543
추자면,신양2리 마을길,제주특별자치도 제주시 추자면 신양리 841-2,33.9406754,126.3220761
추자면,장작평사 삼거리,제주특별자치도 제주시 추자면 추자로 501,33.9404033,126.3235594
추자면,하추자 추자도수협 옆,제주특별자치도 제주시 추자면 추자로 556,33.9443055,126.3266019
추자면,신양1리 해녀탈의장 옆,제주특별자치도 제주시 추자면 추자로 576-2,33.9452916,126.3278840
추자면,하추자 신양항 뒤편,제주특별자치도 제주시 추자면 신양2길 28-8,33.9446007,126.3290371
추자면,추자피싱랜드민박 앞,제주특별자치도 제주시 추자면 신양4길 18,33.9471248,126.3320761
추자면,예초리마을 광장,제주특별자치도 제주시 추자면 예초리 200-7,33.9554889,126.3324381
추자면,추자체육관 서쪽,제주특별자치도 제주시 추자면 대서리 83-1,33.9635909,126.2934613
추자면,쌍림파크 앞,제주특별자치도 제주시 추자면 묵리 134-1,33.9411624,126.3174399
추자면,전우실업 사원아파트입구,제주특별자치도 제주시 추자면 신양리 839-1,33.9405116,126.3225531
우도면,우도농협앞,제주특별자치도 제주시 우도면 우도로 163,33.5077943,126.9536683
우도면,하우목동항 대합실옆,제주특별자치도 제주시 우도면 우도해안길 354,33.5097383,126.9434852
우도면,산호사 상우목동,제주특별자치도 제주시 우도면 연평리 2072-2,33.5038866,126.9469272
우도면,안비양 공중화장실옆,제주특별자치도 제주시 우도면 연평리 5-1,33.5146806,126.9687800
우도면,오봉리 삼양동,제주특별자치도 제주시 우도면 연평리 926,33.5186850,126.9517805
우도면,오봉리 전흘동,제주특별자치도 제주시 우도면 연평리 890-2,33.5191229,126.9502372
우도면,검멀레주차장내,제주특별자치도 제주시 우도면 우도해안길 1122,33.4975459,126.9684856
우도면,뽀요요 펜션카페 맞은편,제주특별자치도 제주시 우도면 연평리 2650-1,33.4943981,126.9461122
우도면,우도파출소앞,제주특별자치도 제주시 우도면 연평리 1675-3,33.4946659,126.9526852
우도면,영일동 버스정류소앞,제주특별자치도 제주시 우도면 연평리 243,33.5021132,126.9667667
우도면,우도면 연평리 2353-1번지 인근,제주특별자치도 제주시 우도면 연평리 2353-1,33.5153778,126.9494298
우도면,천진리 소공원앞,제주특별자치도 제주시 우도면 연평리 1604-3,33.4967461,126.9533108
우도면,영일동 마을회관 옆,제주특별자치도 제주시 우도면 연평리 208-1,33.5025066,126.9642220
우도면,동천진동해녀탈의실앞,제주특별자치도 제주시 우도면 연평리 1735-3,33.4922020,126.9528763
우도면,서천진동 물통앞,제주특별자치도 제주시 우도면 연평리 1830-2,33.4962799,126.9485821
우도면,우도초중학교,제주특별자치도 제주시 우도면 우도로 156-11,33.5054541,126.9559313
우도면,재활용도움센터 옆,제주특별자치도 제주시 우도면 조일길 123-5,33.5109879,126.9603239
우도면,직원관사앞,제주특별자치도 제주시 우도면 연평리 610-5,33.5092118,126.9627096
우도면,하고수동 물통 옆,제주특별자치도 제주시 우도면 연평리 1203-2,33.5155021,126.9560151
일도1동,일도1동주민센터 앞,제주특별자치도 제주시 중앙로7길 15,33.5150484,126.5263272
일도1동,제주기상청 앞,제주특별자치도 제주시 만덕로6길 26,33.5136233,126.5292226
일도1동,영미식당 동쪽,제주특별자치도 제주시 신산로2길 8,33.5126511,126.5310214
일도1동,현명모던아파트 서쪽,제주특별자치도 제주시 신산로2길 21,33.5122014,126.5297361
일도1동,동문시장 공영주차장 남쪽,제주특별자치도 제주시 일도1동 1105-12,33.5117970,126.5287903
일도1동,동문시장 공영주차장 남쪽,제주특별자치도 제주시 일도1동 1105-12,33.5117970,126.5287903
일도1동,일도2동 1039-3 서측,제주특별자치도 제주시 일도1동 1498,33.5104389,126.5267819
일도1동,남안아파트 동쪽,제주특별자치도 제주시 동문로6길 17-3,33.5115340,126.5293263
일도1동,봉해장국 서쪽,제주특별자치도 제주시 동문로8길 11-2,33.5118383,126.5305203
일도1동,칠성상가 제1공영주차장,제주특별자치도 제주시 관덕로13길 12,33.5140229,126.5261270
일도1동,목관아지 주차장,제주특별자치도 제주시 관덕로7길 13,33.5144565,126.5229438
일도1동,빈폴스포츠 사거리 유료주차장 앞 ,제주특별자치도 제주시 중앙로8길 2 ,33.5149608,126.5242280
일도2동,신산경로당 앞 주차장,제주특별자치도 제주시 일도2동 1029-22,33.5099527,126.5313459
일도2동,기산아파트 북측 울타리,제주특별자치도 제주시 일도2동 1050-1,33.5105095,126.5331511
일도2동,일도국수 동측,제주특별자치도 제주시 삼성로 51,33.5072315,126.5305976
일도2동,(구)호남석재 입구,제주특별자치도 제주시 일도2동 1032-5,33.5084820,126.5331351
일도2동,동문성당 정문 앞,제주특별자치도 제주시 신선길 20,33.5106388,126.5313824
일도2동,(구)중앙병원 남측,제주특별자치도 제주시 일도2동 1006-20,33.5116688,126.5343791
일도2동,킹마트 동측,제주특별자치도 제주시 동문로20길 2,33.5134671,126.5361092
일도2동,(구)조흥골프연습장 서측,제주특별자치도 제주시 일도2동 601-5,33.5128508,126.5373039
일도2동,시농협 북측,제주특별자치도 제주시 일도2동 984-3 ,33.5121900,126.5365528
일도2동,고운빌 옆 / 큐 당구장 뒷편,제주특별자치도 제주시 삼성로13길 24,33.5102154,126.5332234
일도2동,한국타이어앞,제주특별자치도 제주시 고마로 36,33.5107919,126.5385589
일도2동,일도2동복지회관앞,제주특별자치도 제주시 신산로9길 41,33.5103070,126.5371540
일도2동,신산미화아파트 남측,제주특별자치도 제주시 삼성로18길 28,33.5102037,126.5368221
일도2동,서반일도빌라 앞,제주특별자치도 제주시 신산로9길 19,33.5088155,126.5354652
일도2동,영상미디어센터 내,제주특별자치도 제주시 일도2동 875,33.5055624,126.5352284
일도2동,16호 공원 남측,제주특별자치도 제주시 일도2동 337 ,33.5069440,126.5362874
일도2동,16호 공원 북측,제주특별자치도 제주시 일도2동 337 ,33.5069440,126.5362874
일도2동,인화초 동쪽,제주특별자치도 제주시 일도2동 440,33.5082422,126.5382484
일도2동,인화초 정문 동쪽,제주특별자치도 제주시 일도2동 440,33.5082422,126.5382484
일도2동,두맹이 복지회관 앞,제주특별자치도 제주시 동문로14길 16-1,33.5120358,126.5332366
일도2동,동부교회 맞은편,제주특별자치도 제주시 일도2동 428,33.5113726,126.5401336
일도2동,사라봉장식 앞,제주특별자치도 제주시 동문로 124,33.5137088,126.5396507
일도2동,사라봉장식 앞,제주특별자치도 제주시 동문로 124,33.5137088,126.5396507
일도2동,삼화빌라 동측,제주특별자치도 제주시 동문로 146,33.5132387,126.5419113
일도2동,공원13호 서쪽,제주특별자치도 제주시 일도2동 154 ,33.5113364,126.5418187
일도2동,공원13호 동쪽,제주특별자치도 제주시 일도2동 154 ,33.5113364,126.5418187
일도2동,성환아파트서쪽,제주특별자치도 제주시 고마로13길 41,33.5109570,126.5422794
일도2동,영락교회뒤,제주특별자치도 제주시 동광로23길 15,33.5113538,126.5429507
일도2동,15호 어린이공원 동측,제주특별자치도 제주시 일도2동 355-8 ,33.5089140,126.5405415
일도2동,15호 어린이공원 서측,제주특별자치도 제주시 일도2동 355-8 ,33.5089140,126.5405415
일도2동,용인아파트입구,제주특별자치도 제주시 고마로14길 16,33.5058762,126.5394114
일도2동,공원 19호 북측,제주특별자치도 제주시 일도2동 414,33.5038896,126.5414643
일도2동,인제아파트 주차장 내,제주특별자치도 제주시 고마로 91,33.5063417,126.5413000
일도2동,17호 공원 서측,제주특별자치도 제주시 일도2동 397 ,33.5081435,126.5436690
일도2동,17호 공원 동측,제주특별자치도 제주시 일도2동 397 ,33.5081435,126.5436690
일도2동,한진수학학원 남측,제주특별자치도 제주시 일도2동 45,33.5074525,126.5457979
일도2동,18호 공원 북측,제주특별자치도 제주시 일도2동 405-3,33.5062906,126.5434021
일도2동,18호 공원 북측,제주특별자치도 제주시 일도2동 405-3,33.5062906,126.5434021
일도2동,18호 공원 남측,제주특별자치도 제주시 일도2동 405-3,33.5062906,126.5434021
일도2동,서해1차아파트 입구,제주특별자치도 제주시 천수로9길 10,33.5056959,126.5421843
일도2동,대원종합건축자재 남측,제주특별자치도 제주시 일도2동 511,33.5120281,126.5439471
일도2동,공원41호 북측,제주특별자치도 제주시 일도2동 65 ,33.5022518,126.5447414
일도2동,구 뉴월드 마트 서측,제주특별자치도 제주시 연수로3길 6,33.5023762,126.5437733
일도2동,공원41호 남측,제주특별자치도 제주시 일도2동 65 ,33.5022518,126.5447414
일도2동,동광성당 동측,제주특별자치도 제주시 일도2동 87-6 ,33.5001324,126.5464445
일도2동,공원42호 동측,제주특별자치도 제주시 태성로4길 23,33.4999902,126.5472916
일도2동,공원42번 서측 주차장,제주특별자치도 제주시 일도2동 88-1,33.4998191,126.5467513
일도2동,공원42번 서측 주차장,제주특별자치도 제주시 일도2동 88-1 ,33.4998191,126.5467513
일도2동,대림2차아파트서측 공영주차장,제주특별자치도 제주시 태성로 40,33.4994743,126.5494403
일도2동,대림2아파트남측맞은편,제주특별자치도 제주시 남광로 158-3,33.4994810,126.5510237
일도2동,알프스호텔옆,제주특별자치도 제주시 신산로 79,33.5067055,126.5349777
일도2동,동문로16길 40 옆,제주특별자치도 제주시 동문로16길 40,33.5107121,126.5357870
일도2동,인화초교 체육관 옆,제주특별자치도 제주시 신산로15길 35,33.5068571,126.5381041
일도2동,세기신산시장아파트 동측,제주특별자치도 제주시 고마로9길 18,33.5104758,126.5406966
일도2동,세기신산시장아파트 서측,제주특별자치도 제주시 고마로9길 18,33.5104758,126.5406966
일도2동,천수대홍아파트 서측,제주특별자치도 제주시 천수동로 24,33.5081300,126.5450446
이도1동,(구)황금불가마 동측,제주특별자치도 제주시 동광로11길 5,33.5037319,126.5341034
이도1동,알리바바커피 남측,제주특별자치도 제주시 동광로7길 16-28,33.5037772,126.5324616
이도1동,세븐일레븐 앞,제주특별자치도 제주시 동광로9길 39,33.5044353,126.5307401
이도1동,광양초등학교 서측,제주특별자치도 제주시 동광로1길 15,33.5022425,126.5287029
이도1동,상록회관 동측,제주특별자치도 제주시 광양1길 8,33.5042633,126.5276018
이도1동,광양성당 북측,제주특별자치도 제주시 광양1길 34,33.5033990,126.5296220
이도1동,신세계아파트 남측,제주특별자치도 제주시 오현길 9,33.5064703,126.5271922
이도1동,주민센터 남측,제주특별자치도 제주시 중앙로25길 17,33.5068506,126.5268961
이도1동,태선갈비 북측 주차장 옆,제주특별자치도 제주시 고전길 15-1,33.5072931,126.5251508
이도1동,삼성미화아파트 북측,제주특별자치도 제주시 이도1동 1584,33.5077180,126.5272004
이도1동,삼성아파트 동측,제주특별자치도 제주시 이도1동 1328-23,33.5083086,126.5272129
이도1동,시민회관 서측,제주특별자치도 제주시 고전길 26,33.5083733,126.5251563
이도1동,제주할망오메기떡 서측,제주특별자치도 제주시 오현길 49,33.5092780,126.5258693
이도1동,장원아이비아파트 북측,제주특별자치도 제주시 중앙로17길 6,33.5092989,126.5243034
이도1동,오현단 북측,제주특별자치도 제주시 오현길 67,33.5108536,126.5256942
이도1동,고팡하우스 옆,제주특별자치도 제주시 성지로 7,33.5098618,126.5243635
이도1동,KT 앞,제주특별자치도 제주시 서광로29길 38,33.5035486,126.5263237
이도1동,양암타워빌 앞,제주특별자치도 제주시 광양2길 25,33.5025751,126.5270954
이도1동,참사랑문화의집 북측,제주특별자치도 제주시 서광로29길 17,33.5017932,126.5261938
이도1동,극동주유소 북측,제주특별자치도 제주시 서광로27길 2,33.5005020,126.5253548
이도1동,극동주유소 북측,제주특별자치도 제주시 서광로27길 2,33.5005020,126.5253548
이도1동,동문수산시장 주차장 내,제주특별자치도 제주시 오현길 81,33.5120329,126.5248850
이도1동,영흥반점 남측,제주특별자치도 제주시 이도1동 1463-9,33.5103830,126.5234991
이도2동,동부경찰서 북서측 다리옆,제주특별자치도 제주시 일도2동 857-3 ,33.5031045,126.5350709
이도2동,제주시 보훈민원센터 옆,제주특별자치도 제주시 동광로4길 3,33.5012269,126.5313049
이도2동,시청 상하수도과 동측,제주특별자치도 제주시 동광로6길 17,33.5006279,126.5325672
이도2동,시청본관 뒤,제주특별자치도 제주시 광양11길 10-1,33.4992815,126.5313353
이도2동,시청본관 뒤,제주특별자치도 제주시 광양11길 10-1,33.4992815,126.5313353
이도2동,시청제2별관 뒤,제주특별자치도 제주시 광양11길 24,33.4999618,126.5324403
이도2동,한국전력공사 주전력소 서측 공원 남측,제주특별자치도 제주시 이도2동 1046,33.4986127,126.5363590
이도2동,한국전력공사 주전력소 서측 공원 남측,제주특별자치도 제주시 이도2동 1046,33.4986127,126.5363590
이도2동,이도2동주민센터 앞 공영주차장 남측,제주특별자치도 제주시 고산동산5길 24,33.4964370,126.5351481
이도2동,동주민센터 서측 공원 북측,제주특별자치도 제주시 가령로4길 11,33.4972717,126.5340357
이도2동,굿모닝아파트 삼거리,제주특별자치도 제주시 고산동산3길 24,33.4979799,126.5335393
이도2동,아람가든 앞 공영주차장 동측,제주특별자치도 제주시 신성로14길 19,33.4958841,126.5317896
이도2동,제석사 인근 공원 남측 삼거리,제주특별자치도 제주시 신성로10길 37,33.4935968,126.5307166
이도2동,제석사 인근 공원 남측 삼거리,제주특별자치도 제주시 신성로10길 37,33.4935968,126.5307166
이도2동,아람가든 앞 공영주차장 서측,제주특별자치도 제주시 신성로12길 17,33.4957841,126.5311919
이도2동,도남우체국북측,제주특별자치도 제주시 도남로13길 4,33.4926882,126.5287639
이도2동,보영캐슬 앞,제주특별자치도 제주시 신설동길 17,33.4972285,126.5489062
이도2동,영보맨션 삼거리,제주특별자치도 제주시 가령골1길 5 ,33.5035879,126.5377353
이도2동,남춘식당앞 공원,제주특별자치도 제주시 청귤로 15 ,33.4997415,126.5382344
이도2동,색동나라어린이집 남측,제주특별자치도 제주시 청귤로7길 2,33.4988879,126.5390616
이도2동,동여중 남동측,제주특별자치도 제주시 천수로 33,33.5029738,126.5405621
이도2동,월드컵식당 남동측(동여중 서측 하천 건너편),제주특별자치도 제주시 청귤로1길 40,33.5020111,126.5386722
이도2동,이도2동 363 서측,제주특별자치도 제주시 이도2동 363,33.5012035,126.5371200
이도2동,이도2동 363 서측,제주특별자치도 제주시 이도2동 363,33.5012035,126.5371200
이도2동,이도근린공원 남동측(애니카랜드 맞은편),제주특별자치도 제주시 이도공원길 44-21,33.4973647,126.5451153
이도2동,대한불교태고종제주교구성심사 맞은편,제주특별자치도 제주시 이도공원길 37,33.4981726,126.5439890
이도2동,제주마린 뒤 하천산책로변,제주특별자치도 제주시 정든로1길 18,33.4989370,126.5414711
이도2동,영산홍주택 북동측 공원 동측 다리 인근,제주특별자치도 제주시 이도2동 404,33.4974830,126.5407769
이도2동,영산홍주택 북동측 공원 동측 다리 인근,제주특별자치도 제주시 이도2동 404,33.4974830,126.5407769
이도2동,제주소년소녀합창단 남측,제주특별자치도 제주시 정든로3길 9,33.4977944,126.5417825
이도2동,제주일보동부지구 코너,제주특별자치도 제주시 정든로3길 28,33.4992194,126.5420111
이도2동,지방노동사무소 주차장 서측,제주특별자치도 제주시 정든로 61 ,33.4991523,126.5440397
이도2동,신설동수선화시영 연립 다동 앞,제주특별자치도 제주시 신설동길 100,33.4906750,126.5516157
이도2동,신설동 경로당,제주특별자치도 제주시 신설동길 82 ,33.4920826,126.5509243
이도2동,한마음병원 남측 공원,제주특별자치도 제주시 신설로5길 38,33.4953577,126.5466898
이도2동,한마음병원 남측 탐나마트 인근,제주특별자치도 제주시 이도2동 1954-4,33.4942712,126.5471873
이도2동,한마음병원남서쪽 굿모닝케어 인근(무료 주차장 내),제주특별자치도 제주시 이도2동 1960-3,33.4939105,126.5455158
이도2동,한마음병원남서쪽 굿모닝케어 인근(무료 주차장 내),제주특별자치도 제주시 이도2동 1960-3,33.4939105,126.5455158
이도2동,연북로 동측(신설동로 교차지점),제주특별자치도 제주시 신설동길 66 ,33.4933161,126.5500976
이도2동,일중 후문 입구,제주특별자치도 제주시 승천로 22,33.4959374,126.5391231
이도2동,이도2동950-1장미2차A맞은편,제주특별자치도 제주시 오복2길 27,33.4939846,126.5365934
이도2동,이도2동950-1장미2차A맞은편,제주특별자치도 제주시 오복2길 27,33.4939846,126.5365934
이도2동,경원빌라 맞은편 공원 동측,제주특별자치도 제주시 남광북3길 18-15,33.4941829,126.5372144
이도2동,일출마트 서측 도로상,제주특별자치도 제주시 이도2동 1064,33.4958996,126.5358833
이도2동,남광초등학교 서측 주차장,제주특별자치도 제주시 남광로2길 7-15,33.4926068,126.5383580
이도2동,소방서 사거리 LPG충전소 동남측,제주특별자치도 제주시 남광로2길 7,33.4918639,126.5375894
이도2동,21세기 병원 동측 공영주차장,제주특별자치도 제주시 남광로2길 48,33.4889189,126.5399699
이도2동,21세기 병원 동측 공영주차장,제주특별자치도 제주시 남광로2길 48,33.4889189,126.5399699
이도2동,탐라중학교 서측 옛 황금갈비 무료주차장 119번 옆,제주특별자치도 제주시 남광로2길 49-27,33.4902825,126.5425618
이도2동,탐라중학교 서측 옛 황금갈비 무료주차장 56번 옆,제주특별자치도 제주시 남광로2길 49-27,33.4902825,126.5425618
이도2동,중앙여고 동쪽 주차장,제주특별자치도 제주시 남광로4길 33,33.4910432,126.5405238
이도2동,한마음공원 서측 인도변,제주특별자치도 제주시 신설로 16 ,33.4945662,126.5431529
이도2동,혜성무지개 타운 맞은편 무료주차장,제주특별자치도 제주시 신설로2길 9,33.4946910,126.5419510
이도2동,이도농협 동측 주차장,제주특별자치도 제주시 신설로6길 2-11,33.4927985,126.5430539
이도2동,광명광고 북측 주차장,제주특별자치도 제주시 구남로6길 55-1 ,33.4868854,126.5379874
이도2동,광명광고 북측 주차장,제주특별자치도 제주시 구남로6길 55-1 ,33.4868854,126.5379874
이도2동,이도어린이집 인근 공원 앞,제주특별자치도 제주시 구남동6길 31,33.4879146,126.5363316
이도2동,구남동 후니빌 북측 무료주차장(가온어린이집 인근),제주특별자치도 제주시 구남동2길 45-6,33.4880530,126.5338608
이도2동,C&J빌 인근,제주특별자치도 제주시 구남로2길 36,33.4866905,126.5347552
이도2동,C&J빌 인근,제주특별자치도 제주시 구남로2길 36,33.4866905,126.5347552
이도2동,구남동 김기량성당 남측,제주특별자치도 제주시 구남동2길 51-3,33.4875730,126.5334472
이도2동,구남동 김기량성당 남측,제주특별자치도 제주시 구남동2길 51-3,33.4875730,126.5334472
이도2동,탐라마트 남쪽주차장,제주특별자치도 제주시 구남로2길 8,33.4884006,126.5326344
이도2동,이도2동 1998-9 무료주차장,제주특별자치도 제주시 이도2동 1998-9,33.4901848,126.5352205
이도2동,제주소방서 뒷편 무료주차장,제주특별자치도 제주시 이도2동 1999-1,33.4903702,126.5364318
이도2동,제주소방서 뒷편 무료주차장,제주특별자치도 제주시 이도2동 1999-1,33.4903702,126.5364318
이도2동,남문주유소 뒷편(먹돌식당 맞은편),제주특별자치도 제주시 구남동6길 6,33.4887112,126.5383485
이도2동,남문주유소 뒷편(먹돌식당 맞은편),제주특별자치도 제주시 구남동6길 6,33.4887112,126.5383485
이도2동,명주2차아파트 북측,제주특별자치도 제주시 독짓골8길 57,33.4895111,126.5312622
이도2동,(독사천 동아아파트 103동 북서측),제주특별자치도 제주시 독짓골8길 67,33.4888638,126.5310563
이도2동,38호어린이공원 동측,제주특별자치도 제주시 도남로17길 7,33.4903336,126.5297272
이도2동,38호어린이공원 동측,제주특별자치도 제주시 도남로17길 7,33.4903336,126.5297272
이도2동,(할매추어탕 서측 무료주차장),제주특별자치도 제주시 구남로7길 42-1,33.4915632,126.5352550
이도2동,행운빌라 맞은편,제주특별자치도 제주시 구남로7길 13,33.4939957,126.5335026
이도2동,제주117센터 동측,제주특별자치도 제주시 구남로7길 4,33.4936451,126.5326618
이도2동,남가네설악추어탕 맞으편 주차장,제주특별자치도 제주시 도남동 65-3,33.4915588,126.5285493
이도2동,제주지오영 동측 주차장,제주특별자치도 제주시 도남동 664-6,33.4904712,126.5270785
이도2동,복희네각재기국 서측 주차장,제주특별자치도 제주시 복지로3길 11-9,33.4887204,126.5237592
이도2동,어린이공원제97호 남동측,제주특별자치도 제주시 복지로3길 16-1,33.4882587,126.5224365
이도2동,제98호어린이공원 북측,제주특별자치도 제주시 복지로7길 4,33.4887627,126.5255578
이도2동,제주상공회의소 북측,제주특별자치도 제주시 청사로1길 18-4,33.4904431,126.5197768
이도2동,복지로9길 28-2(도남동 748-8 무료주차장 내),제주특별자치도 제주시 복지로9길 28-2,33.4891200,126.5270275
이도2동,한라명품수산 동측,제주특별자치도 제주시 원남6길 42,33.4854943,126.5295849
이도2동,(도남동 51-25 보현사 뒤 남서측(동양월마트 앞),제주특별자치도 제주시 신성로2길 17,33.4957592,126.5232926
이도2동,(청룡사 남측),제주특별자치도 제주시 도남로8길 19-2 ,33.4933913,126.5266295
이도2동,도남로10길 1-5(청룡사 북동 코너),제주특별자치도 제주시 도남로10길 1-5,33.4933283,126.5275637
이도2동,도남초교 북동측 사거리,제주특별자치도 제주시 도남동 55,33.4938796,126.5268939
이도2동,(성환빌라B동 서측 골목 코너(도남1차e-편한@ 남측),제주특별자치도 제주시 신성로4길 37,33.4940177,126.5224458
이도2동,도남해모로리치힐아파트 서측,제주특별자치도 제주시 도남로10길 35-4,33.4946313,126.5240071
이도2동,(도남동 51-25 보현사 뒤 남서측(동양월마트 앞),제주특별자치도 제주시 신성로2길 17,33.4957592,126.5232926
이도2동,PC하나로 맞은편,제주특별자치도 제주시 신성로 14 ,33.4959265,126.5213024
이도2동,(도남동902도남e편한세상 북서측),제주특별자치도 제주시 서광로18길 23 ,33.4978122,126.5208650
